strategy_type,window,rebalance_freq,risk_cap_annual,val_sharpe,val_ES95,val_MDD,gate_passed,score
no_short,504,ME,0.12,1.170,0.0159,-0.0742,True,1.1699755014238447
no_short,504,ME,0.1,1.143,0.0143,-0.0902,True,1.1425775283005284
no_short,252,ME,0.12,1.115,0.0162,-0.1018,True,1.1152278686693868
no_short,504,QE,0.12,1.108,0.0157,-0.0809,True,1.1082784878341552
no_short,252,QE,0.1,1.076,0.0167,-0.0971,True,1.0759746736038531
no_short,252,QE,0.12,1.056,0.0170,-0.0972,True,1.0563293736900141
